Arquivo,Palavra,Ocorrencias
DonQuixote-388208.txt,significa,1
DonQuixote-388208.txt,trasudores,1
DonQuixote-388208.txt,traemos,3
DonQuixote-388208.txt,dignamente,1
DonQuixote-388208.txt,negr,1
DonQuixote-388208.txt,baselo,1
DonQuixote-388208.txt,vueso,1
DonQuixote-388208.txt,llorados,1
DonQuixote-388208.txt,end,1
DonQuixote-388208.txt,fortu,2
DonQuixote-388208.txt,enc,1
DonQuixote-388208.txt,obscenas,1
DonQuixote-388208.txt,haldudos,1
DonQuixote-388208.txt,ardimiento,1
DonQuixote-388208.txt,eng,3
DonQuixote-388208.txt,forty,1
DonQuixote-388208.txt,hermos,15
DonQuixote-388208.txt,vuesa,203
DonQuixote-388208.txt,hallado,60
DonQuixote-388208.txt,cartago,2
DonQuixote-388208.txt,sentimientos,9
DonQuixote-388208.txt,estocadas,3
DonQuixote-388208.txt,ens,2
DonQuixote-388208.txt,env,33
DonQuixote-388208.txt,cazadores,9
DonQuixote-388208.txt,estigio,1
DonQuixote-388208.txt,alastrajareas,1
DonQuixote-388208.txt,baseme,3
DonQuixote-388208.txt,riesen,1
DonQuixote-388208.txt,dselos,1
DonQuixote-388208.txt,hacendosa,1
DonQuixote-388208.txt,choza,3
DonQuixote-388208.txt,royalties,3
DonQuixote-388208.txt,hallada,1
DonQuixote-388208.txt,contempl,2
DonQuixote-388208.txt,declarado,7
DonQuixote-388208.txt,ijadas,4
DonQuixote-388208.txt,adornadas,4
DonQuixote-388208.txt,ginasios,1
DonQuixote-388208.txt,detenga,5
DonQuixote-388208.txt,estorbarme,1
DonQuixote-388208.txt,forsi,1
DonQuixote-388208.txt,declarada,2
DonQuixote-388208.txt,apretar,5
DonQuixote-388208.txt,coche,34
DonQuixote-388208.txt,carcomen,1
DonQuixote-388208.txt,desgaj,3
DonQuixote-388208.txt,valga,5
DonQuixote-388208.txt,frisar,2
DonQuixote-388208.txt,valer,13
DonQuixote-388208.txt,alerta,7
DonQuixote-388208.txt,estorbarlo,4
DonQuixote-388208.txt,procesiones,1
DonQuixote-388208.txt,vales,3
DonQuixote-388208.txt,valen,7
DonQuixote-388208.txt,ponedme,1
DonQuixote-388208.txt,alimenta,1
DonQuixote-388208.txt,forte,1
DonQuixote-388208.txt,forth,8
DonQuixote-388208.txt,estorbarle,1
DonQuixote-388208.txt,justamente,6
DonQuixote-388208.txt,bostez,1
DonQuixote-388208.txt,cuerno,10
DonQuixote-388208.txt,secutoria,1
DonQuixote-388208.txt,alerto,1
DonQuixote-388208.txt,gruta,2
DonQuixote-388208.txt,enramar,1
DonQuixote-388208.txt,medrosos,1
DonQuixote-388208.txt,nfima,1
DonQuixote-388208.txt,sobrevinieron,1
DonQuixote-388208.txt,tropas,2
DonQuixote-388208.txt,declaraci,6
DonQuixote-388208.txt,compararla,1
DonQuixote-388208.txt,detened,1
DonQuixote-388208.txt,ponedla,1
DonQuixote-388208.txt,nele,1
DonQuixote-388208.txt,premio,18
DonQuixote-388208.txt,hidiondas,1
DonQuixote-388208.txt,ochenta,6
DonQuixote-388208.txt,expiriencia,2
DonQuixote-388208.txt,antrop,1
DonQuixote-388208.txt,pradillo,1
DonQuixote-388208.txt,monserrato,1
DonQuixote-388208.txt,trigo,21
DonQuixote-388208.txt,celo,7
DonQuixote-388208.txt,sublimado,1
DonQuixote-388208.txt,cuerpo,150
DonQuixote-388208.txt,cueros,19
DonQuixote-388208.txt,esforzar,2
DonQuixote-388208.txt,sucediere,5
DonQuixote-388208.txt,ceme,23
DonQuixote-388208.txt,bailador,2
DonQuixote-388208.txt,era,762
DonQuixote-388208.txt,sospechaste,1
DonQuixote-388208.txt,declaraba,8
DonQuixote-388208.txt,machac,1
DonQuixote-388208.txt,sublimada,1
DonQuixote-388208.txt,aportares,1
DonQuixote-388208.txt,aventureras,1
DonQuixote-388208.txt,echarse,2
DonQuixote-388208.txt,desposara,1
DonQuixote-388208.txt,ero,32
DonQuixote-388208.txt,menudamente,1
DonQuixote-388208.txt,valgo,1
DonQuixote-388208.txt,chinelas,1
DonQuixote-388208.txt,recatos,3
DonQuixote-388208.txt,enternezca,1
DonQuixote-388208.txt,postrera,1
DonQuixote-388208.txt,discurren,1
DonQuixote-388208.txt,creyente,2
DonQuixote-388208.txt,esa,97
DonQuixote-388208.txt,detener,11
DonQuixote-388208.txt,esc,1
DonQuixote-388208.txt,ese,122
DonQuixote-388208.txt,cela,1
DonQuixote-388208.txt,postrero,2
DonQuixote-388208.txt,mansedumbres,1
DonQuixote-388208.txt,noche,211
DonQuixote-388208.txt,eso,335
DonQuixote-388208.txt,esp,43
DonQuixote-388208.txt,cazoleros,1
DonQuixote-388208.txt,est,756
DonQuixote-388208.txt,pedagogo,1
DonQuixote-388208.txt,desabrocharle,1
DonQuixote-388208.txt,mansamente,1
DonQuixote-388208.txt,mirarlos,1
DonQuixote-388208.txt,florencia,3
DonQuixote-388208.txt,consagro,1
DonQuixote-388208.txt,abrieron,2
DonQuixote-388208.txt,golfo,6
DonQuixote-388208.txt,estremos,9
DonQuixote-388208.txt,etc,10
DonQuixote-388208.txt,ete,2
DonQuixote-388208.txt,yema,1
DonQuixote-388208.txt,curiosidad,17
DonQuixote-388208.txt,cartones,1
DonQuixote-388208.txt,sepult,2
DonQuixote-388208.txt,disimule,2
DonQuixote-388208.txt,remedien,1
DonQuixote-388208.txt,escap,3
DonQuixote-388208.txt,longura,1
DonQuixote-388208.txt,hambrientos,2
DonQuixote-388208.txt,depusiese,1
DonQuixote-388208.txt,plutarco,1
DonQuixote-388208.txt,escal,1
DonQuixote-388208.txt,below,3
DonQuixote-388208.txt,ocupada,6
DonQuixote-388208.txt,remedies,1
DonQuixote-388208.txt,tropel,10
DonQuixote-388208.txt,choos,1
DonQuixote-388208.txt,cuervos,4
DonQuixote-388208.txt,ventanas,8
DonQuixote-388208.txt,humores,2
DonQuixote-388208.txt,ocupado,7
DonQuixote-388208.txt,naturalmente,8
DonQuixote-388208.txt,yelo,4
DonQuixote-388208.txt,tropez,3
DonQuixote-388208.txt,cena,16
DonQuixote-388208.txt,neme,9
DonQuixote-388208.txt,posibilidad,2
DonQuixote-388208.txt,yele,1
DonQuixote-388208.txt,echarme,1
DonQuixote-388208.txt,coces,13
DonQuixote-388208.txt,manzanares,1
DonQuixote-388208.txt,valdr,1
DonQuixote-388208.txt,eur,1
DonQuixote-388208.txt,credite,2
DonQuixote-388208.txt,sotiles,1
DonQuixote-388208.txt,ponernos,2
DonQuixote-388208.txt,estoyte,1
DonQuixote-388208.txt,islas,5
DonQuixote-388208.txt,mantible,1
DonQuixote-388208.txt,atemorizan,1
DonQuixote-388208.txt,contrecho,2
DonQuixote-388208.txt,forma,10
DonQuixote-388208.txt,murmurando,6
DonQuixote-388208.txt,amigablemente,1
DonQuixote-388208.txt,ocupaci,4
DonQuixote-388208.txt,eva,1
DonQuixote-388208.txt,aranceles,1
DonQuixote-388208.txt,desusado,1
DonQuixote-388208.txt,azota,1
DonQuixote-388208.txt,crecen,3
DonQuixote-388208.txt,credits,1
DonQuixote-388208.txt,azote,15
DonQuixote-388208.txt,remediar,16
DonQuixote-388208.txt,antecogiendo,3
DonQuixote-388208.txt,entresaque,1
DonQuixote-388208.txt,crecer,5
DonQuixote-388208.txt,evo,1
DonQuixote-388208.txt,dureza,4
DonQuixote-388208.txt,revolvi,3
DonQuixote-388208.txt,modamente,1
DonQuixote-388208.txt,sazonado,1
DonQuixote-388208.txt,atendimos,1
DonQuixote-388208.txt,remach,1
DonQuixote-388208.txt,aprovech,7
DonQuixote-388208.txt,ceos,3
DonQuixote-388208.txt,proponiendo,1
DonQuixote-388208.txt,interpretaci,1
DonQuixote-388208.txt,lauros,1
DonQuixote-388208.txt,necesitar,1
DonQuixote-388208.txt,discurrir,2
DonQuixote-388208.txt,dispar,3
DonQuixote-388208.txt,flechas,5
DonQuixote-388208.txt,echaros,1
DonQuixote-388208.txt,entrando,15
DonQuixote-388208.txt,echaron,10
DonQuixote-388208.txt,navegando,1
DonQuixote-388208.txt,desarraigar,1
DonQuixote-388208.txt,hostalero,1
DonQuixote-388208.txt,ocupaba,1
DonQuixote-388208.txt,estremadamente,1
DonQuixote-388208.txt,casadas,4
DonQuixote-388208.txt,zamoranas,1
DonQuixote-388208.txt,quemasen,2
DonQuixote-388208.txt,martas,2
DonQuixote-388208.txt,lamentaban,1
DonQuixote-388208.txt,rmela,14
DonQuixote-388208.txt,forjaron,1
DonQuixote-388208.txt,pasatiempo,11
DonQuixote-388208.txt,nero,49
DonQuixote-388208.txt,gallarda,11
DonQuixote-388208.txt,torrellas,3
DonQuixote-388208.txt,jares,2
DonQuixote-388208.txt,cert,3
DonQuixote-388208.txt,representes,1
DonQuixote-388208.txt,retozar,1
DonQuixote-388208.txt,cerr,13
DonQuixote-388208.txt,gallarde,1
DonQuixote-388208.txt,sazonada,1
DonQuixote-388208.txt,sube,5
DonQuixote-388208.txt,gallardo,20
DonQuixote-388208.txt,suba,9
DonQuixote-388208.txt,subo,1
DonQuixote-388208.txt,cese,3
DonQuixote-388208.txt,acertara,5
DonQuixote-388208.txt,enconar,1
DonQuixote-388208.txt,acertare,5
DonQuixote-388208.txt,rabia,12
DonQuixote-388208.txt,subi,27
DonQuixote-388208.txt,branse,1
DonQuixote-388208.txt,quisierdes,1
DonQuixote-388208.txt,hube,4
DonQuixote-388208.txt,malaventurado,3
DonQuixote-388208.txt,suav,2
DonQuixote-388208.txt,hubi,8
DonQuixote-388208.txt,remain,1
DonQuixote-388208.txt,acontecimientos,7
DonQuixote-388208.txt,examen,2
DonQuixote-388208.txt,hubo,93
DonQuixote-388208.txt,cuarenta,8
DonQuixote-388208.txt,tocastes,1
DonQuixote-388208.txt,nganme,1
DonQuixote-388208.txt,cern,1
DonQuixote-388208.txt,contemplar,2
DonQuixote-388208.txt,creemos,1
DonQuixote-388208.txt,anascote,2
DonQuixote-388208.txt,renta,6
DonQuixote-388208.txt,cera,10
DonQuixote-388208.txt,tinto,8
DonQuixote-388208.txt,andemos,4
DonQuixote-388208.txt,castrador,1
DonQuixote-388208.txt,hallara,9
DonQuixote-388208.txt,hallare,2
DonQuixote-388208.txt,retraer,1
DonQuixote-388208.txt,fajas,2
DonQuixote-388208.txt,eza,6
DonQuixote-388208.txt,improvisa,1
DonQuixote-388208.txt,grav,2
DonQuixote-388208.txt,yeso,1
DonQuixote-388208.txt,buriles,1
DonQuixote-388208.txt,urigui,1
DonQuixote-388208.txt,tinta,1
DonQuixote-388208.txt,aforro,1
DonQuixote-388208.txt,daraida,1
DonQuixote-388208.txt,rnosle,1
DonQuixote-388208.txt,corporales,2
DonQuixote-388208.txt,alababa,2
DonQuixote-388208.txt,rendir,4
DonQuixote-388208.txt,intencionados,1
DonQuixote-388208.txt,sudo,3
DonQuixote-388208.txt,capitanas,1
DonQuixote-388208.txt,absteni,1
DonQuixote-388208.txt,tinte,1
DonQuixote-388208.txt,improviso,19
DonQuixote-388208.txt,horros,1
DonQuixote-388208.txt,horror,2
DonQuixote-388208.txt,prendi,1
DonQuixote-388208.txt,entiende,21
DonQuixote-388208.txt,divertimiento,1
DonQuixote-388208.txt,gram,3
DonQuixote-388208.txt,gran,342
DonQuixote-388208.txt,limitada,2
DonQuixote-388208.txt,rnoslo,2
DonQuixote-388208.txt,entienda,12
DonQuixote-388208.txt,leelde,1
DonQuixote-388208.txt,remedios,5
DonQuixote-388208.txt,lleve,14
DonQuixote-388208.txt,such,6
DonQuixote-388208.txt,satisficieron,1
DonQuixote-388208.txt,juntos,37
DonQuixote-388208.txt,engrandecen,2
DonQuixote-388208.txt,lleva,41
DonQuixote-388208.txt,rabes,4
DonQuixote-388208.txt,engrandecer,2
DonQuixote-388208.txt,describa,1
DonQuixote-388208.txt,curiambro,2
DonQuixote-388208.txt,sacadas,4
DonQuixote-388208.txt,nese,2
DonQuixote-388208.txt,llevo,22
DonQuixote-388208.txt,limitado,1
DonQuixote-388208.txt,describe,4
DonQuixote-388208.txt,prenda,10
DonQuixote-388208.txt,grab,1
DonQuixote-388208.txt,cete,1
DonQuixote-388208.txt,entiendo,46
DonQuixote-388208.txt,describi,1
DonQuixote-388208.txt,acertase,1
DonQuixote-388208.txt,quesada,2
DonQuixote-388208.txt,representar,7
DonQuixote-388208.txt,ejemplares,1
DonQuixote-388208.txt,dimes,2
DonQuixote-388208.txt,grados,4
DonQuixote-388208.txt,disfrazado,2
DonQuixote-388208.txt,ingerir,1
DonQuixote-388208.txt,representan,7
DonQuixote-388208.txt,frialdad,1
DonQuixote-388208.txt,maguncia,4
DonQuixote-388208.txt,enmudec,1
DonQuixote-388208.txt,incomplete,1
DonQuixote-388208.txt,ojeras,2
DonQuixote-388208.txt,pescozada,1
DonQuixote-388208.txt,tendremos,4
DonQuixote-388208.txt,gustase,3
DonQuixote-388208.txt,disfrazada,2
DonQuixote-388208.txt,sufr,3
DonQuixote-388208.txt,reconciliado,1
DonQuixote-388208.txt,alabada,1
DonQuixote-388208.txt,mensajer,1
DonQuixote-388208.txt,comunes,1
DonQuixote-388208.txt,diminuirla,1
DonQuixote-388208.txt,rapase,1
DonQuixote-388208.txt,competientes,1
DonQuixote-388208.txt,examin,1
DonQuixote-388208.txt,luenga,4
DonQuixote-388208.txt,hallase,10
DonQuixote-388208.txt,propriedad,3
DonQuixote-388208.txt,alabado,10
DonQuixote-388208.txt,buitre,5
DonQuixote-388208.txt,sharing,1
DonQuixote-388208.txt,luengo,3
DonQuixote-388208.txt,pedrada,4
DonQuixote-388208.txt,embisti,1
DonQuixote-388208.txt,coligi,4
DonQuixote-388208.txt,pinganitos,1
DonQuixote-388208.txt,luchar,1
DonQuixote-388208.txt,batido,1
DonQuixote-388208.txt,colige,1
DonQuixote-388208.txt,recrear,2
DonQuixote-388208.txt,embista,2
DonQuixote-388208.txt,tercio,5
DonQuixote-388208.txt,rrez,4
DonQuixote-388208.txt,congojarte,1
DonQuixote-388208.txt,piojoso,1
DonQuixote-388208.txt,gustosas,1
DonQuixote-388208.txt,martirios,5
DonQuixote-388208.txt,huir,18
DonQuixote-388208.txt,originator,1
DonQuixote-388208.txt,cuerda,6
DonQuixote-388208.txt,colijo,1
DonQuixote-388208.txt,levanta,7
DonQuixote-388208.txt,necesarias,9
DonQuixote-388208.txt,emperatrices,5
DonQuixote-388208.txt,continuaci,1
DonQuixote-388208.txt,aderece,1
DonQuixote-388208.txt,encarecerte,1
DonQuixote-388208.txt,capitanes,11
DonQuixote-388208.txt,estorbasen,1
DonQuixote-388208.txt,trademark,14
DonQuixote-388208.txt,memorial,1
DonQuixote-388208.txt,panza,352
DonQuixote-388208.txt,levante,6
DonQuixote-388208.txt,monstruos,1
DonQuixote-388208.txt,comunic,4
DonQuixote-388208.txt,tendidos,3
DonQuixote-388208.txt,memorias,8
DonQuixote-388208.txt,comencemos,1
DonQuixote-388208.txt,atenerse,1
DonQuixote-388208.txt,claridad,15
DonQuixote-388208.txt,acometella,1
DonQuixote-388208.txt,gustara,2
DonQuixote-388208.txt,rmelo,4
DonQuixote-388208.txt,israel,1
DonQuixote-388208.txt,gustare,2
DonQuixote-388208.txt,continuado,2
DonQuixote-388208.txt,topacios,1
DonQuixote-388208.txt,llamando,13
DonQuixote-388208.txt,decienden,2
DonQuixote-388208.txt,reprochador,1
DonQuixote-388208.txt,prerrogativas,1
DonQuixote-388208.txt,rmele,6
DonQuixote-388208.txt,cuerdo,27
DonQuixote-388208.txt,congojado,2
DonQuixote-388208.txt,tocasen,2
DonQuixote-388208.txt,desamparar,3
DonQuixote-388208.txt,desenvainen,1
DonQuixote-388208.txt,escud,1
DonQuixote-388208.txt,scilas,1
DonQuixote-388208.txt,desposado,5
DonQuixote-388208.txt,alcornoques,3
DonQuixote-388208.txt,jaboneros,1
DonQuixote-388208.txt,taxes,1
DonQuixote-388208.txt,synonymous,1
DonQuixote-388208.txt,ejercitarse,1
DonQuixote-388208.txt,huirme,1
DonQuixote-388208.txt,escup,1
DonQuixote-388208.txt,far,10
DonQuixote-388208.txt,escus,2
DonQuixote-388208.txt,instrumento,12
DonQuixote-388208.txt,escur,1
DonQuixote-388208.txt,plat,5
DonQuixote-388208.txt,abriesen,1
DonQuixote-388208.txt,faz,6
DonQuixote-388208.txt,aflici,2
DonQuixote-388208.txt,presentar,5
DonQuixote-388208.txt,jugando,4
DonQuixote-388208.txt,desgraciada,3
DonQuixote-388208.txt,malindrania,1
DonQuixote-388208.txt,ultimadamente,1
DonQuixote-388208.txt,presentan,1
DonQuixote-388208.txt,rmese,2
DonQuixote-388208.txt,pasajeros,3
DonQuixote-388208.txt,paralelos,2
DonQuixote-388208.txt,intitula,2
DonQuixote-388208.txt,enlutada,2
DonQuixote-388208.txt,chilladores,1
DonQuixote-388208.txt,atrevieres,1
DonQuixote-388208.txt,desposada,1
DonQuixote-388208.txt,quisieran,7
DonQuixote-388208.txt,aventureros,6
DonQuixote-388208.txt,ceniza,1
DonQuixote-388208.txt,juguetona,1
DonQuixote-388208.txt,chanciller,1
DonQuixote-388208.txt,tercer,1
DonQuixote-388208.txt,quisieras,2
DonQuixote-388208.txt,descaecimiento,2
DonQuixote-388208.txt,vuelo,6
DonQuixote-388208.txt,junten,2
DonQuixote-388208.txt,casadla,1
DonQuixote-388208.txt,jaros,6
DonQuixote-388208.txt,tornaba,1
DonQuixote-388208.txt,suma,7
DonQuixote-388208.txt,ahincadas,1
DonQuixote-388208.txt,zamora,1
DonQuixote-388208.txt,aparecido,1
DonQuixote-388208.txt,desenvuelta,6
DonQuixote-388208.txt,huyen,2
DonQuixote-388208.txt,andradilla,1
DonQuixote-388208.txt,titulillos,1
DonQuixote-388208.txt,diab,2
DonQuixote-388208.txt,echasen,2
DonQuixote-388208.txt,declarase,5
DonQuixote-388208.txt,tercia,6
DonQuixote-388208.txt,trifald,8
DonQuixote-388208.txt,raciones,1
DonQuixote-388208.txt,huma,1
DonQuixote-388208.txt,arabia,4
DonQuixote-388208.txt,leelle,1
DonQuixote-388208.txt,humi,1
DonQuixote-388208.txt,entramos,5
DonQuixote-388208.txt,humo,10
DonQuixote-388208.txt,leella,2
DonQuixote-388208.txt,pregonaba,1
DonQuixote-388208.txt,gris,29
DonQuixote-388208.txt,grit,1
DonQuixote-388208.txt,declarara,1
DonQuixote-388208.txt,acetaci,1
DonQuixote-388208.txt,julio,7
DonQuixote-388208.txt,declarare,1
DonQuixote-388208.txt,conoci,38
DonQuixote-388208.txt,quebrantada,2
DonQuixote-388208.txt,conoce,11
DonQuixote-388208.txt,quebrantado,8
DonQuixote-388208.txt,aventuraba,1
DonQuixote-388208.txt,confundo,1
DonQuixote-388208.txt,fosca,2
DonQuixote-388208.txt,estado,100
DonQuixote-388208.txt,fea,13
DonQuixote-388208.txt,limpiarlas,1
DonQuixote-388208.txt,dici,64
DonQuixote-388208.txt,fee,29
DonQuixote-388208.txt,dice,226
DonQuixote-388208.txt,desenvainar,1
DonQuixote-388208.txt,section,7
DonQuixote-388208.txt,casados,3
DonQuixote-388208.txt,feo,11
DonQuixote-388208.txt,afligi,3
DonQuixote-388208.txt,rapaza,2
DonQuixote-388208.txt,aflige,1
DonQuixote-388208.txt,few,1
DonQuixote-388208.txt,ninguno,100
DonQuixote-388208.txt,fez,1
DonQuixote-388208.txt,jarro,4
DonQuixote-388208.txt,fregar,1
DonQuixote-388208.txt,dico,28
DonQuixote-388208.txt,navegamos,1
DonQuixote-388208.txt,acetaba,1
DonQuixote-388208.txt,solsticios,1
DonQuixote-388208.txt,tercas,1
DonQuixote-388208.txt,moviese,3
DonQuixote-388208.txt,presentes,50
DonQuixote-388208.txt,paropillo,1
DonQuixote-388208.txt,vergonzoso,1
DonQuixote-388208.txt,herboso,1
DonQuixote-388208.txt,tratasen,4
DonQuixote-388208.txt,atontada,1
DonQuixote-388208.txt,produced,1
DonQuixote-388208.txt,escarpines,2
DonQuixote-388208.txt,sumo,6
DonQuixote-388208.txt,hund,2
DonQuixote-388208.txt,bullente,1
DonQuixote-388208.txt,vergonzosa,2
DonQuixote-388208.txt,outside,2
DonQuixote-388208.txt,dibu,1
DonQuixote-388208.txt,juntan,1
DonQuixote-388208.txt,estada,2
DonQuixote-388208.txt,paleta,1
DonQuixote-388208.txt,respondido,16
DonQuixote-388208.txt,juntar,2
DonQuixote-388208.txt,diminuirse,1
DonQuixote-388208.txt,juntas,13
DonQuixote-388208.txt,merecedor,1
DonQuixote-388208.txt,hombre,259
DonQuixote-388208.txt,escog,3
DonQuixote-388208.txt,ladrillos,1
DonQuixote-388208.txt,huyan,2
DonQuixote-388208.txt,vicario,5
DonQuixote-388208.txt,izquierdeaba,1
DonQuixote-388208.txt,errada,2
DonQuixote-388208.txt,feliciano,1
DonQuixote-388208.txt,encarecerlo,2
DonQuixote-388208.txt,hura,1
DonQuixote-388208.txt,vuela,3
DonQuixote-388208.txt,huyas,1
DonQuixote-388208.txt,soberbios,6
DonQuixote-388208.txt,hierros,6
DonQuixote-388208.txt,huirse,3
DonQuixote-388208.txt,diez,61
DonQuixote-388208.txt,historiador,13
DonQuixote-388208.txt,desgraciado,10
DonQuixote-388208.txt,supo,50
DonQuixote-388208.txt,david,1
DonQuixote-388208.txt,hombro,12
DonQuixote-388208.txt,guardalla,1
DonQuixote-388208.txt,adquiere,1
DonQuixote-388208.txt,supe,11
DonQuixote-388208.txt,desgre,2
DonQuixote-388208.txt,mixto,1
DonQuixote-388208.txt,pieza,14
DonQuixote-388208.txt,supl,4
DonQuixote-388208.txt,ninguna,141
DonQuixote-388208.txt,guardalle,1
DonQuixote-388208.txt,supi,3
DonQuixote-388208.txt,atildadura,1
DonQuixote-388208.txt,remate,6
DonQuixote-388208.txt,errado,3
DonQuixote-388208.txt,empleadas,1
DonQuixote-388208.txt,desmantelar,1
DonQuixote-388208.txt,arrebatan,1
DonQuixote-388208.txt,conveniente,7
DonQuixote-388208.txt,carmes,3
DonQuixote-388208.txt,estaba,478
DonQuixote-388208.txt,dido,3
DonQuixote-388208.txt,oiga,4
DonQuixote-388208.txt,extent,1
DonQuixote-388208.txt,digo,327
DonQuixote-388208.txt,sitio,23
DonQuixote-388208.txt,dign,1
DonQuixote-388208.txt,techado,4
DonQuixote-388208.txt,fij,1
DonQuixote-388208.txt,fil,10
DonQuixote-388208.txt,fin,254
DonQuixote-388208.txt,reneg,1
DonQuixote-388208.txt,teatro,5
DonQuixote-388208.txt,espaciosa,5
DonQuixote-388208.txt,cristina,2
DonQuixote-388208.txt,fix,1
DonQuixote-388208.txt,autorizo,1
DonQuixote-388208.txt,damiselas,1
DonQuixote-388208.txt,murcia,4
DonQuixote-388208.txt,huso,2
DonQuixote-388208.txt,honest,2
DonQuixote-388208.txt,gente,158
DonQuixote-388208.txt,addition,1
DonQuixote-388208.txt,aquel,487
DonQuixote-388208.txt,ac,59
DonQuixote-388208.txt,quisierid,1
DonQuixote-388208.txt,recogiendo,7
DonQuixote-388208.txt,ad,53
DonQuixote-388208.txt,prometiendo,2
DonQuixote-388208.txt,pichones,1
DonQuixote-388208.txt,af,2
DonQuixote-388208.txt,ag,24
DonQuixote-388208.txt,ah,97
DonQuixote-388208.txt,cayendo,3
DonQuixote-388208.txt,igualaran,1
DonQuixote-388208.txt,desperezarse,1
DonQuixote-388208.txt,al,1843
DonQuixote-388208.txt,boyardo,1
DonQuixote-388208.txt,am,16
DonQuixote-388208.txt,an,972
DonQuixote-388208.txt,espacioso,9
DonQuixote-388208.txt,aplacara,1
DonQuixote-388208.txt,ap,18
DonQuixote-388208.txt,diga,59
DonQuixote-388208.txt,ar,62
DonQuixote-388208.txt,as,1897
DonQuixote-388208.txt,at,42
DonQuixote-388208.txt,av,9
DonQuixote-388208.txt,ay,35
DonQuixote-388208.txt,az,9
DonQuixote-388208.txt,foll,6
DonQuixote-388208.txt,lisonja,1
DonQuixote-388208.txt,dignase,1
DonQuixote-388208.txt,hurt,4
DonQuixote-388208.txt,ba,29
DonQuixote-388208.txt,pintando,4
DonQuixote-388208.txt,be,18
DonQuixote-388208.txt,palamenta,2
DonQuixote-388208.txt,ello,112
DonQuixote-388208.txt,encontr,8
DonQuixote-388208.txt,bi,1
DonQuixote-388208.txt,hermoso,26
DonQuixote-388208.txt,creyera,5
DonQuixote-388208.txt,desdichados,7
DonQuixote-388208.txt,hubieran,19
DonQuixote-388208.txt,intimado,1
DonQuixote-388208.txt,bo,2
DonQuixote-388208.txt,descabalado,1
DonQuixote-388208.txt,renca,1
DonQuixote-388208.txt,disimules,2
DonQuixote-388208.txt,br,19
DonQuixote-388208.txt,majestad,30
DonQuixote-388208.txt,churrillera,1
DonQuixote-388208.txt,vivamente,1
DonQuixote-388208.txt,fatigues,1
DonQuixote-388208.txt,bu,1
DonQuixote-388208.txt,panes,1
DonQuixote-388208.txt,sitios,1
DonQuixote-388208.txt,dejadnos,1
DonQuixote-388208.txt,forzasen,1
DonQuixote-388208.txt,hubieras,2
DonQuixote-388208.txt,conllevar,2
DonQuixote-388208.txt,by,25
DonQuixote-388208.txt,llega,25
DonQuixote-388208.txt,celebrados,1
DonQuixote-388208.txt,hermosa,143
DonQuixote-388208.txt,ca,135
DonQuixote-388208.txt,ce,10
DonQuixote-388208.txt,charge,6
DonQuixote-388208.txt,consumado,1
DonQuixote-388208.txt,afliciones,1
DonQuixote-388208.txt,ci,8
DonQuixote-388208.txt,flo,2
DonQuixote-388208.txt,cl,7
DonQuixote-388208.txt,frailes,13
DonQuixote-388208.txt,alabase,1
DonQuixote-388208.txt,creyese,7
DonQuixote-388208.txt,cr,54
DonQuixote-388208.txt,aptitud,1
DonQuixote-388208.txt,cu,218
DonQuixote-388208.txt,amparar,3
DonQuixote-388208.txt,ella,604
DonQuixote-388208.txt,intactas,1
DonQuixote-388208.txt,oigo,9
DonQuixote-388208.txt,escapado,2
DonQuixote-388208.txt,amparan,1
DonQuixote-388208.txt,consolase,1
DonQuixote-388208.txt,rebuznando,2
DonQuixote-388208.txt,magallanes,1
DonQuixote-388208.txt,retrato,6
DonQuixote-388208.txt,discursos,17
DonQuixote-388208.txt,da,228
DonQuixote-388208.txt,detenerme,5
DonQuixote-388208.txt,freely,4
DonQuixote-388208.txt,adobo,3
DonQuixote-388208.txt,carlos,1
DonQuixote-388208.txt,levantaran,1
DonQuixote-388208.txt,ntenme,2
DonQuixote-388208.txt,de,18411
DonQuixote-388208.txt,scara,2
DonQuixote-388208.txt,di,63
DonQuixote-388208.txt,sujeto,20
DonQuixote-388208.txt,corredor,3
DonQuixote-388208.txt,language,1
DonQuixote-388208.txt,forc,1
DonQuixote-388208.txt,do,398
DonQuixote-388208.txt,dr,1
DonQuixote-388208.txt,du,2
DonQuixote-388208.txt,dile,4
DonQuixote-388208.txt,sujeta,3
DonQuixote-388208.txt,dila,1
DonQuixote-388208.txt,labrando,2
DonQuixote-388208.txt,favores,4
DonQuixote-388208.txt,ea,16
DonQuixote-388208.txt,poderosas,4
DonQuixote-388208.txt,mohin,1
DonQuixote-388208.txt,eg,1
DonQuixote-388208.txt,esclavos,3
DonQuixote-388208.txt,baraja,2
DonQuixote-388208.txt,dijo,1808
DonQuixote-388208.txt,ej,21
DonQuixote-388208.txt,el,8271
DonQuixote-388208.txt,favorec,1
DonQuixote-388208.txt,en,8295
DonQuixote-388208.txt,llego,2
DonQuixote-388208.txt,sucinta,1
DonQuixote-388208.txt,forasteros,1
DonQuixote-388208.txt,ep,1
DonQuixote-388208.txt,pedrisco,1
DonQuixote-388208.txt,semejanza,3
DonQuixote-388208.txt,er,19
DonQuixote-388208.txt,es,2166
DonQuixote-388208.txt,gustado,1
DonQuixote-388208.txt,dije,65
DonQuixote-388208.txt,et,4
DonQuixote-388208.txt,quisieren,16
DonQuixote-388208.txt,ez,21
